	mean_fit_time	std_fit_time	mean_score_time	std_score_time	param_C	param_gamma	param_kernel	param_random_state	params	split0_test_score	split1_test_score	split2_test_score	split3_test_score	split4_test_score	mean_test_score	std_test_score	rank_test_score	split0_train_score	split1_train_score	split2_train_score	split3_train_score	split4_train_score	mean_train_score	std_train_score
0	495.43859763145446	22.8524197619023	53.57335982322693	1.1379936355405875	2	0.5	rbf	42	{'C': 2, 'gamma': 0.5, 'kernel': 'rbf', 'random_state': 42}	0.549097537741693	0.5520928278539585	0.5600203201664882	0.5388763629583774	0.540715406725567	0.5481604910892168	0.007728145844043774	5	0.9778737786126362	0.9786451331009691	0.9788945485505562	0.979353268245181	0.9792068190877011	0.9787947095194086	0.0005219725698840808
1	399.9237686157227	8.740015037790412	30.206527328491212	0.4673679288346594	2	0.5	linear	42	{'C': 2, 'gamma': 0.5, 'kernel': 'linear', 'random_state': 42}	0.5482137263066098	0.550550991444812	0.5664647705013339	0.5433118722055279	0.5443104242833804	0.5505703569483329	0.008367303304283046	1	0.5558783105102745	0.5538288423792842	0.5521528123492733	0.5577376862981259	0.5576149705192974	0.555442524411251	0.002172711432954026
2	1338.1426257610321	44.86899993414201	35.30758662223816	0.7464271905573366	2	0.5	polynomial	42	{'C': 2, 'gamma': 0.5, 'kernel': 'polynomial', 'random_state': 42}	0.543048042962848	0.5441123552369713	0.5557796436619584	0.5393544502628407	0.5338032813543883	0.5432195546958013	0.00724137528148533	6	0.9907886752467802	0.9911953847370378	0.9914653544491215	0.992245596210491	0.9913664023162809	0.9914122825919423	0.0004765005790091578
3	52.50107789039612	0.8973258468782107	22.483965158462524	3.6266436020449313	2	0.5	sigmoid	42	{'C': 2, 'gamma': 0.5, 'kernel': 'sigmoid', 'random_state': 42}	0.32260867704877816	0.3017690813283856	0.32400930534940203	0.2987306583269587	0.30243011274552384	0.30990956695980965	0.01102041523344139	11	0.3286781494076356	0.29950524091921416	0.29199838202016865	0.30140475072866824	0.29840551543505	0.3039984077021473	0.012738024298645798
4	600.6729911804199	17.77165087854994	68.07396697998047	1.1211366942133112	2	2	rbf	42	{'C': 2, 'gamma': 2, 'kernel': 'rbf', 'random_state': 42}	0.16847670660704617	0.18507376389871602	0.18408744105370967	0.1689636393867508	0.15320243303091435	0.1719607967954274	0.011764382306894104	13	0.9944523769659545	0.9942226305041346	0.9947179103092135	0.9954321414638593	0.995130080248167	0.9947910278982658	0.00044024750616005934
5	401.0713748931885	9.044801783311659	30.362222099304198	0.5409256340119274	2	2	linear	42	{'C': 2, 'gamma': 2, 'kernel': 'linear', 'random_state': 42}	0.5482137263066098	0.550550991444812	0.5664647705013339	0.5433118722055279	0.5443104242833804	0.5505703569483329	0.008367303304283046	1	0.5558783105102745	0.5538288423792842	0.5521528123492733	0.5577376862981259	0.5576149705192974	0.555442524411251	0.002172711432954026
6	1988.1134741783142	104.56543740162297	32.034493637084964	1.3182743044724015	2	2	polynomial	42	{'C': 2, 'gamma': 2, 'kernel': 'polynomial', 'random_state': 42}	0.4964721428693866	0.5040561886353088	0.5136642423901662	0.4974869649224742	0.48889809962494546	0.5001155276884562	0.00830795722522634	10	0.9948781793660159	0.9945456802469249	0.9951605166426731	0.9957968996260539	0.9956004376763546	0.9951963427116045	0.00045822143395165144
7	62.02562956809997	2.323413371480888	33.600119972229	9.067783811775058	2	2	sigmoid	42	{'C': 2, 'gamma': 2, 'kernel': 'sigmoid', 'random_state': 42}	0.14817110148830753	0.0639961062331944	0.10772301376300879	0.0	0.06937045003218824	0.07785213430333979	0.04931918467127383	15	0.15280971932214354	0.08414797489768237	0.09871009326661236	0.0	0.06215498855416984	0.07956455520812163	0.049771527776901525
8	495.3533881187439	13.883647731185073	53.72515769004822	0.6674863866841728	4	0.5	rbf	42	{'C': 4, 'gamma': 0.5, 'kernel': 'rbf', 'random_state': 42}	0.5386373100552684	0.5448226283045874	0.5498452287839877	0.5298166865664953	0.5309859164531241	0.5388215540326925	0.007746652149728685	7	0.9901914558124892	0.9904662714779645	0.990576921094482	0.9911690292657812	0.9906501374963917	0.9906107630294217	0.00031970397760515835
9	567.7353810787201	12.119588828887569	30.15700798034668	0.5837902875563047	4	0.5	linear	42	{'C': 4, 'gamma': 0.5, 'kernel': 'linear', 'random_state': 42}	0.5479018770456524	0.5506803302232963	0.5665741302237333	0.5430560843349085	0.5443246731821116	0.5505074190019403	0.008470025866001287	3	0.5559921870985245	0.5540071404402152	0.5519998767478478	0.557634342857924	0.5576777492234878	0.5554622592735998	0.0021914666271188534
10	1518.2544147014619	57.96015490633494	34.63996276855469	1.0077332135083596	4	0.5	polynomial	42	{'C': 4, 'gamma': 0.5, 'kernel': 'polynomial', 'random_state': 42}	0.5260621501587359	0.5281950012920839	0.5423339477964733	0.5234535851879537	0.518508801134046	0.5277106971138585	0.007994868475464177	8	0.9931867695441474	0.9934031336386641	0.9936330747628171	0.9944338935865416	0.9937932966953045	0.993690033645495	0.0004249285947757395
11	52.36067452430725	0.5802499097663918	20.49971733093262	0.4652724837974778	4	0.5	sigmoid	42	{'C': 4, 'gamma': 0.5, 'kernel': 'sigmoid', 'random_state': 42}	0.30718096273495354	0.3021817071008667	0.3238956211170311	0.29846077730936127	0.3019029628961636	0.3067244062316753	0.00902473333319111	12	0.29845435389955405	0.30031748802319713	0.2926892358956138	0.30172084634134	0.29862277131642856	0.29836093909522676	0.0030777446298305244
12	608.7311187744141	12.654393723605612	67.74753551483154	1.0067189495733793	4	2	rbf	42	{'C': 4, 'gamma': 2, 'kernel': 'rbf', 'random_state': 42}	0.166752345591413	0.18184909175600522	0.18107692089964536	0.16629932390646301	0.15076826203373028	0.16934918883745137	0.011446251649539184	14	0.994842158483394	0.9945452462524992	0.9951503207015173	0.9957880658085793	0.995564933178094	0.9951781448848166	0.00045515501600365093
13	567.9241439342499	12.124190309159836	30.337942457199098	0.49042753849003234	4	2	linear	42	{'C': 4, 'gamma': 2, 'kernel': 'linear', 'random_state': 42}	0.5479018770456524	0.5506803302232963	0.5665741302237333	0.5430560843349085	0.5443246731821116	0.5505074190019403	0.008470025866001287	3	0.5559921870985245	0.5540071404402152	0.5519998767478478	0.557634342857924	0.5576777492234878	0.5554622592735998	0.0021914666271188534
14	1988.314842224121	98.55502002032607	32.10745506286621	1.3264908800574753	4	2	polynomial	42	{'C': 4, 'gamma': 2, 'kernel': 'polynomial', 'random_state': 42}	0.4970743511157324	0.504222251954515	0.5144013468812508	0.49730209613240595	0.48823842667543593	0.500247694551868	0.008707377956058705	9	0.9948781793660159	0.9945456802469249	0.9951605166426731	0.9957968996260539	0.9956004376763546	0.9951963427116045	0.00045822143395165144
15	62.603544044494626	2.3746633184049784	34.575773572921754	7.837079135725329	4	2	sigmoid	42	{'C': 4, 'gamma': 2, 'kernel': 'sigmoid', 'random_state': 42}	0.0	0.08736434724197344	0.10776306571455217	0.04848752944248288	0.06935149402522543	0.06259328728484678	0.03692283756854208	16	0.0	0.1045350726194842	0.0987516092578785	0.06558129266128172	0.06211088389657832	0.06619577168704455	0.0372256058054233
